variant,run,seconds,evaluations,length_avg,length_max,length_min,length_sum,plan_count
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,17.798,8600,40.01,48.0,34.0,4001.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,17.962,8700,39.91,48.0,34.0,3991.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.137,8800,40.57,48.0,34.0,4057.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.287,8900,41.07,49.0,34.0,4107.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.451,9000,41.27,48.0,34.0,4127.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.634,9100,41.79,48.0,34.0,4179.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.785,9200,41.13,48.0,34.0,4113.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,18.943,9300,40.11,48.0,33.0,4011.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.101,9400,40.07,48.0,33.0,4007.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.269,9500,40.15,48.0,33.0,4015.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.428,9600,39.37,48.0,33.0,3937.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.584,9700,39.63,48.0,33.0,3963.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.741,9800,41.6,48.0,33.0,4160.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,19.917,9900,41.83,48.0,33.0,4183.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",14,20.09,10000,42.84,48.0,33.0,4284.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,0.791,100,184.5,200.0,45.0,18450.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,1.581,200,131.48,200.0,44.0,13148.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.024,300,63.81,187.0,42.0,6381.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.216,400,44.84,45.0,41.0,4484.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.419,500,44.6,45.0,41.0,4460.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.586,600,44.33,46.0,41.0,4433.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.75,700,43.58,46.0,40.0,4358.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,2.934,800,43.71,46.0,40.0,4371.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.112,900,43.29,45.0,40.0,4329.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.27,1000,42.83,45.0,40.0,4283.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.424,1100,42.85,45.0,40.0,4285.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.581,1200,41.75,45.0,39.0,4175.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.741,1300,42.1,45.0,39.0,4210.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,3.901,1400,42.43,45.0,39.0,4243.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.04,1500,42.36,46.0,39.0,4236.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.194,1600,41.59,46.0,38.0,4159.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.402,1700,41.63,46.0,38.0,4163.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.592,1800,41.41,46.0,38.0,4141.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.762,1900,41.69,46.0,38.0,4169.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,4.93,2000,42.72,45.0,37.0,4272.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.081,2100,42.44,46.0,37.0,4244.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.239,2200,42.36,46.0,37.0,4236.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.396,2300,41.7,46.0,37.0,4170.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.562,2400,42.39,46.0,37.0,4239.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.71,2500,42.55,46.0,37.0,4255.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,5.861,2600,42.05,46.0,37.0,4205.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.023,2700,42.04,46.0,37.0,4204.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.198,2800,42.54,46.0,37.0,4254.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.345,2900,42.5,45.0,36.0,4250.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.541,3000,43.58,45.0,36.0,4358.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.695,3100,43.06,45.0,36.0,4306.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,6.855,3200,42.45,46.0,36.0,4245.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.025,3300,40.19,45.0,36.0,4019.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.177,3400,39.13,45.0,36.0,3913.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.33,3500,38.78,44.0,35.0,3878.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.476,3600,38.84,44.0,35.0,3884.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.615,3700,39.05,44.0,35.0,3905.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.756,3800,39.74,44.0,35.0,3974.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,7.901,3900,40.46,43.0,35.0,4046.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.067,4000,39.75,43.0,35.0,3975.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.209,4100,38.25,43.0,35.0,3825.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.349,4200,38.67,43.0,35.0,3867.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.542,4300,37.78,43.0,34.0,3778.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.705,4400,38.6,43.0,34.0,3860.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.853,4500,37.68,43.0,34.0,3768.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,8.992,4600,37.39,43.0,33.0,3739.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.133,4700,37.77,43.0,33.0,3777.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.261,4800,37.17,43.0,33.0,3717.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.413,4900,37.76,43.0,33.0,3776.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.543,5000,37.65,42.0,33.0,3765.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.687,5100,38.16,42.0,32.0,3816.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.83,5200,38.53,42.0,32.0,3853.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,9.988,5300,38.04,42.0,32.0,3804.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.118,5400,37.25,42.0,32.0,3725.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.262,5500,38.45,42.0,31.0,3845.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.441,5600,38.16,42.0,31.0,3816.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.597,5700,37.17,43.0,31.0,3717.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.738,5800,36.24,42.0,31.0,3624.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,10.872,5900,35.58,42.0,31.0,3558.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.008,6000,36.03,42.0,31.0,3603.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.142,6100,36.16,41.0,31.0,3616.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.272,6200,36.39,41.0,31.0,3639.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.42,6300,35.44,41.0,30.0,3544.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.553,6400,35.76,41.0,30.0,3576.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.683,6500,36.51,41.0,30.0,3651.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.819,6600,36.86,42.0,30.0,3686.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,11.949,6700,37.13,42.0,30.0,3713.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.086,6800,36.57,42.0,30.0,3657.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.224,6900,35.97,42.0,29.0,3597.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.358,7000,36.45,42.0,29.0,3645.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.553,7100,36.72,43.0,29.0,3672.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.704,7200,36.51,43.0,29.0,3651.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.832,7300,37.54,43.0,29.0,3754.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,12.966,7400,39.63,43.0,29.0,3963.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.115,7500,38.0,43.0,29.0,3800.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.267,7600,36.49,43.0,29.0,3649.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.397,7700,37.64,42.0,28.0,3764.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.529,7800,37.65,42.0,28.0,3765.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.678,7900,37.73,42.0,28.0,3773.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.812,8000,37.75,42.0,28.0,3775.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,13.953,8100,38.04,42.0,28.0,3804.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.082,8200,37.96,40.0,28.0,3796.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.215,8300,37.34,40.0,28.0,3734.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.354,8400,36.16,41.0,28.0,3616.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.535,8500,35.63,41.0,28.0,3563.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.669,8600,35.68,41.0,28.0,3568.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.812,8700,35.33,41.0,28.0,3533.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,14.955,8800,35.44,39.0,28.0,3544.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.08,8900,35.06,39.0,28.0,3506.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.217,9000,35.06,39.0,28.0,3506.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.356,9100,35.71,39.0,28.0,3571.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.491,9200,35.71,39.0,28.0,3571.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.619,9300,36.98,39.0,28.0,3698.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.762,9400,36.98,39.0,28.0,3698.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,15.896,9500,37.28,39.0,27.0,3728.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,16.027,9600,37.28,39.0,27.0,3728.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,16.181,9700,37.28,39.0,27.0,3728.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,16.313,9800,37.28,39.0,27.0,3728.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,16.513,9900,37.26,39.0,27.0,3726.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",15,16.659,10000,37.3,39.0,27.0,3730.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,0.827,100,185.9,200.0,59.0,18590.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,1.712,200,145.65,200.0,55.0,14565.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,2.389,300,89.96,200.0,55.0,8996.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,2.716,400,59.2,87.0,55.0,5920.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,2.92,500,58.83,60.0,55.0,5883.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,3.134,600,58.66,60.0,55.0,5866.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,3.343,700,58.33,60.0,55.0,5833.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,3.583,800,57.93,60.0,54.0,5793.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,3.795,900,57.81,60.0,53.0,5781.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,3.997,1000,57.83,61.0,53.0,5783.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,4.215,1100,58.42,61.0,52.0,5842.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,4.441,1200,58.2,61.0,52.0,5820.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,4.664,1300,57.23,61.0,52.0,5723.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,4.876,1400,56.91,61.0,52.0,5691.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,5.124,1500,55.22,61.0,51.0,5522.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,5.333,1600,55.6,61.0,51.0,5560.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,5.547,1700,56.73,61.0,51.0,5673.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,5.769,1800,57.8,61.0,51.0,5780.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,5.99,1900,57.54,61.0,51.0,5754.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,6.2,2000,56.17,62.0,51.0,5617.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,6.408,2100,55.24,61.0,48.0,5524.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,6.641,2200,54.78,61.0,48.0,5478.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,6.852,2300,54.36,61.0,48.0,5436.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,7.063,2400,53.6,61.0,48.0,5360.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,7.264,2500,53.06,61.0,48.0,5306.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,7.46,2600,52.46,57.0,48.0,5246.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,7.657,2700,52.76,55.0,47.0,5276.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,7.858,2800,52.65,56.0,47.0,5265.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.072,2900,51.31,56.0,47.0,5131.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.264,3000,51.07,56.0,47.0,5107.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.431,3100,50.64,54.0,47.0,5064.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.622,3200,51.05,55.0,47.0,5105.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.817,3300,50.71,55.0,46.0,5071.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,8.988,3400,50.31,55.0,46.0,5031.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,9.192,3500,49.32,54.0,46.0,4932.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,9.37,3600,49.18,54.0,46.0,4918.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,9.592,3700,49.19,54.0,46.0,4919.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,9.771,3800,49.14,54.0,46.0,4914.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,9.949,3900,49.39,54.0,45.0,4939.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,10.117,4000,49.29,54.0,45.0,4929.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,10.291,4100,49.72,54.0,45.0,4972.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,10.483,4200,49.54,53.0,44.0,4954.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,10.655,4300,49.34,53.0,44.0,4934.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,10.831,4400,49.28,53.0,44.0,4928.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.046,4500,48.95,53.0,43.0,4895.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.221,4600,49.51,53.0,43.0,4951.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.391,4700,49.71,54.0,43.0,4971.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.578,4800,49.14,54.0,43.0,4914.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.763,4900,47.67,54.0,42.0,4767.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,11.944,5000,47.33,52.0,42.0,4733.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.116,5100,46.15,52.0,42.0,4615.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.27,5200,45.26,52.0,42.0,4526.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.458,5300,45.26,52.0,41.0,4526.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.631,5400,45.85,51.0,41.0,4585.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.796,5500,45.93,52.0,41.0,4593.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,12.967,5600,45.94,52.0,41.0,4594.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,13.133,5700,46.19,52.0,41.0,4619.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,13.284,5800,46.68,52.0,40.0,4668.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,13.457,5900,47.19,52.0,40.0,4719.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,13.623,6000,45.42,51.0,39.0,4542.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,13.833,6100,45.81,51.0,39.0,4581.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.017,6200,46.22,51.0,38.0,4622.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.202,6300,46.34,51.0,38.0,4634.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.369,6400,45.39,50.0,38.0,4539.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.542,6500,45.08,50.0,38.0,4508.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.709,6600,43.4,50.0,38.0,4340.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,14.855,6700,41.63,50.0,38.0,4163.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.015,6800,42.52,51.0,38.0,4252.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.209,6900,44.06,51.0,38.0,4406.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.373,7000,44.62,51.0,38.0,4462.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.541,7100,45.46,51.0,38.0,4546.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.704,7200,47.54,51.0,38.0,4754.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,15.888,7300,45.84,51.0,38.0,4584.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.047,7400,43.29,51.0,38.0,4329.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.219,7500,42.79,51.0,38.0,4279.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.375,7600,43.66,51.0,38.0,4366.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.558,7700,43.82,51.0,38.0,4382.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.727,7800,43.28,51.0,38.0,4328.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,16.888,7900,42.76,50.0,38.0,4276.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.044,8000,42.41,50.0,38.0,4241.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.198,8100,44.09,50.0,37.0,4409.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.361,8200,44.88,48.0,37.0,4488.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.516,8300,45.71,47.0,37.0,4571.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.682,8400,45.3,48.0,37.0,4530.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,17.884,8500,45.7,47.0,37.0,4570.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.063,8600,45.7,47.0,37.0,4570.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.225,8700,44.69,48.0,37.0,4469.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.386,8800,43.89,48.0,37.0,4389.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.557,8900,44.15,48.0,36.0,4415.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.717,9000,42.93,48.0,36.0,4293.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,18.871,9100,41.63,48.0,36.0,4163.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.023,9200,43.12,48.0,36.0,4312.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.208,9300,43.31,48.0,36.0,4331.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.39,9400,44.84,49.0,36.0,4484.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.553,9500,44.07,48.0,36.0,4407.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.726,9600,41.97,47.0,36.0,4197.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,19.879,9700,42.19,47.0,35.0,4219.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,20.039,9800,40.61,47.0,35.0,4061.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,20.177,9900,40.62,47.0,35.0,4062.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",16,20.329,10000,40.91,47.0,35.0,4091.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,0.784,100,184.1,200.0,41.0,18410.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,1.695,200,139.75,200.0,41.0,13975.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,2.275,300,77.03,182.0,41.0,7703.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,2.524,400,42.13,64.0,37.0,4213.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,2.664,500,40.96,43.0,37.0,4096.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,2.82,600,40.87,43.0,36.0,4087.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",17,2.982,700,40.65,43.0,36.0,4065.0,100
